query_id,query_text
4632504882_caption_01,A man next to a bike with a flag attached trying to get the attention of others around him.
4632504882_caption_02,A man with a megaphone is standing next to a bike with a red and yellow flag.
4632504882_caption_03,Man talks into bullhorn while standing next to a bicycle with a flag.
4632504882_caption_04,A man standing next to a red bicycle is speaking into a megaphone.
4633636089_caption_00,A teenage boy is jumping his bicycle over a large dirt hill.
4633636089_caption_01,A man is jumping a bike over a red dirt ramp in the forest.
4633636089_caption_02,A teen is on a bicycle doing a jump on a dirt ramp.
4633636089_caption_03,Male jumping over dirt ramps on his bike.
4633636089_caption_04,A man on a bicycle jumps from a ramp.
4633639059_caption_00,A rider dressed in black on a green bike is in midair against a backdrop of trees and a pink hill.
4633639059_caption_01,"A BMX biker in the air, following a jump off of a constructed dirt hill in a forest setting."
4633639059_caption_02,A mountain biker rides up a steep embankment and clears the top with great height.
4633639059_caption_03,"Person mid-jump on a mountain biking course, in the air surrounded by trees."
4633639059_caption_04,A BMX rider is in midair while on a dirt trail.
463476205_caption_00,A man on a motorcycle is riding in the street in the rain along with two green cabs and other vehicles.
463476205_caption_01,A motorcycle and two green taxis are driving down the street in the rain.
463476205_caption_02,There are many cars on a street during a rainy day.
463476205_caption_03,Taxis are driving down the rad in the rain.
463476205_caption_04,A rainy day for drivers and pedestrians.
4636627093_caption_00,A bicyclist in a white shirt and black shirt is fixing a bike on the sidewalk while other look on.
4636627093_caption_01,Three males and a female watch as a biker fixes a chain that has come off his gear on his bike.
4636627093_caption_02,A person is repairing a bicycle while four people watch in an urban setting.
4636627093_caption_03,A group of people crowded around a bike and its rider on the street.
4636627093_caption_04,Bike riders stop riding while one rider fixes bike.
4639638236_caption_00,A man wearing a yellow motorcycle jacket on a motorcycle in midair with a man watching in the background
4639638236_caption_01,A motorcycle rider is jumping in the air while someone in the background is watching.
4639638236_caption_02,A dirt bike rider in a yellow jumpsuit gets airborne as another person looks on.
4639638236_caption_03,"A motorcyclist in the air with a bike, in a field, with a man behind him."
4639638236_caption_04,Man in yellow suite jumping off a hill on dirt bike.
463978865_caption_00,A man with dreadlocks and a backpack walks down the sidewalk with colorful buildings in the background.
463978865_caption_01,A man sitting on the left near a man walking along the side of a street with colorful buildings.
463978865_caption_02,Two boys are on the sidewalk as cars pass by on the road.
463978865_caption_03,A white man with dreadlocks walks down the sidewalk.
463978865_caption_04,A man walking by a sitting man on the street.
4641889254_caption_00,"A short woman wearing a pink backpack over her front walks past a very tall man in a black jacket at the Gubbngen metro station in Stockholm, Sweden."
4641889254_caption_01,A lady is walking out of a short tunnel as a male prepares to enter it from the opposite side.
4641889254_caption_02,A man in a black jacket and a woman with a pink shirt walking under a concrete bridge
4641889254_caption_03,A group of people walk under some train tracks in Europe.
4641889254_caption_04,People walking through the underpass of a bridge.
4642842928_caption_00,A man in a woman sit on a motorcycle on a busy street at night.
4642842928_caption_01,A man and a woman are riding on a motorized scooter.
4642842928_caption_02,Two people riding a scooter at night in traffic.
4642842928_caption_03,An Asian couple riding on a motor scooter.
4642842928_caption_04,A man and a woman on a scooter.
4644327815_caption_00,Several people mill around a sidewalk in front of a building looking as police put up crime scene tape.
4644327815_caption_01,Police officers putting yellow tape from a doorway to a tree to stop bystanders from entering the area.
4644327815_caption_02,"Three police officers tape off a section of sidewalk, blocking a group of people."
4644327815_caption_03,"The police are putting up a do not cross line, while many spectators watch."
4644327815_caption_04,People gathered near a closed door.
4644932044_caption_00,"A crowd of people have witnessed a car accident involving two vehicles, a red car and a blue car."
4644932044_caption_01,"A group of onlookers stares at two wrecked vehicles, one of which was flipped onto its side."
4644932044_caption_02,A group of people are gathered around a car on the ground and a car turned on its side.
4644932044_caption_03,Bystanders watch the aftermath of an accident between a red and black car.
4644932044_caption_04,A crowd of people is standing around looking at a car wreck.
4645120146_caption_00,"A man wearing long sleeves and a baseball cap walks along the sidewalk between a parked car and a store that advertises ""Real Meat Real Butcher""."
4645120146_caption_01,A man walking on the street with a baseball cap and black long-sleeve shirt.
4645120146_caption_02,A man in a black and white baseball cap looking into a silver pontiac.
4645120146_caption_03,A man in a baseball cap walking between a car and a market.
4645120146_caption_04,A man in a black shirt wearing a white and black hat.
4647056741_caption_00,Man and women on motorized scooter together (in focus) driving on bridge with background blurred.
4647056741_caption_01,"A man in a white helmet, and a woman in a purple and silver helmet ride a moped on a highway."
4647056741_caption_02,A lady is riding down the road on a motorcycle with a person with a white helmet.
4647056741_caption_03,A man and a woman are zipping down the street on their motor scooter.
4647056741_caption_04,A man and woman are riding a motor scooter.
464713225_caption_00,"A group of children playing on the street, some on bicycles, and one on a scooter, and one in a blue shirt walking."
464713225_caption_01,"A group of four children cross the street, as an adult looks down the street."
464713225_caption_02,Children playing with their bicycles and scooters.
464713225_caption_03,Five children playing on a neighborhood street.
464713225_caption_04,3 girls and one boy playing in the street.
4650893755_caption_00,Some of these people waiting at the bus stop are waiting for the yellow bus that is number 3113 to load and go to Goctawek.
4650893755_caption_01,"A crowd of people stand next to a number nine, either getting on or getting off."
4650893755_caption_02,Peoples crowd into a busy public transportation stop as they wait for their ride.
4650893755_caption_03,A yellow bus with No 3113 on the bus stop and people hopping in.
4650893755_caption_04,People waiting to board a public rail system.
4652396489_caption_00,Two boys are smiling while a woman is behind them in a stroller.
4652396489_caption_01,A mother and her two kids being pushed in a taxi by a man.
4652396489_caption_02,A woman and two children are sitting in a rickshaw.
4652396489_caption_03,Three people are being pushed in a street cart.
4652396489_caption_04,"Kids riding on a bike, laughing."
4653558158_caption_00,Several people cross a busy city street on bicycles and foot while cars wait at the signal.
4653558158_caption_01,"Many people, including a man on a bicycle, are crossing a busy street."
